"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Dec 12 2008","2454813","250776001","630.14","7.79e-7","5.40e-8","-2.02","-","81.29","1e-8","0","bin19.log"
"Dec 19 2008","2454820","251380801","603.51","8.34e-7","6.20e-8","-2.02","-","75.21","1e-8","0","bin20.log"
"Dec 26 2008","2454827","251985601","386.9","6.63e-7","6.10e-8","-2.02","-","69.25","1e-8","0","bin21.log"
"Jan 02 2009","2454833.999988426","252590401","532.24","7.75e-7","5.90e-8","-2.02","-","63.40","1e-8","0","bin22.log"
"Jan 09 2009","2454840.999988426","253195201","910.94","9.34e-7","5.70e-8","-2.02","-","57.67","1e-8","0","bin23.log"
"Jan 16 2009","2454847.999988426","253800001","557.85","6.35e-7","4.60e-8","-2.02","-","52.04","1e-8","0","bin24.log"
"Jan 23 2009","2454854.999988426","254404801","280.73","4.18e-7","4.10e-8","-2.02","-","46.52","1e-8","0","bin25.log"
"Jan 30 2009","2454861.999988426","255009601","193.1","3.50e-7","4.10e-8","-2.02","-","41.14","1e-8","0","bin26.log"
"Feb 06 2009","2454868.999988426","255614401","127.92","3.05e-7","4.20e-8","-2.02","-","35.96","1e-8","0","bin27.log"
"Feb 13 2009","2454875.999988426","256219201","52.25","1.98e-7","4.20e-8","-2.02","-","31.10","1e-8","0","bin28.log"
"Feb 20 2009","2454882.999988426","256824001","42.16","1.58e-7","3.80e-8","-2.02","-","26.76","1e-8","0","bin29.log"
"Feb 27 2009","2454889.999988426","257428801","37.1","1.32e-7","3.10e-8","-2.02","-","23.31","1e-8","0","bin30.log"
"Mar 06 2009","2454896.999988426","258033601","33.79","1.05e-7","2.67e-8","-2.02","-","21.25","1e-8","0","bin31.log"
"Mar 13 2009","2454903.999988426","258638401","6.43","5.60e-8","2.89e-8","-2.02","-","21.09","1e-8","0","bin32.log"
"Mar 20 2009","2454910.999988426","259243201","21.68","7.95e-8","2.46e-8","-2.02","-","22.94","1e-8","0","bin33.log"
"Mar 27 2009","2454917.999988426","259848001","29.78","1.18e-7","3.00e-8","-2.02","-","26.45","1e-8","0","bin34.log"
"Apr 03 2009","2454924.999988426","260452801","21.1","9.34e-8","2.99e-8","-2.02","-","31.11","1e-8","0","bin35.log"
"Apr 10 2009","2454931.999988426","261057601","39.07","1.69e-7","3.90e-8","-2.02","-","36.54","1e-8","0","bin36.log"
"Apr 17 2009","2454938.999988426","261662401","103.4","2.42e-7","4.00e-8","-2.02","-","42.48","1e-8","0","bin37.log"
"Apr 24 2009","2454945.999988426","262267201","543.05","7.20e-7","5.50e-8","-2.02","-","48.78","1e-8","0","bin38.log"
"May 01 2009","2454952.999988426","262872001","786.8","8.36e-7","5.40e-8","-2.02","-","55.33","1e-8","0","bin39.log"
"May 08 2009","2454959.999988426","263476801","765.44","8.76e-7","5.70e-8","-2.02","-","62.08","1e-8","0","bin40.log"
"May 15 2009","2454966.999988426","264081601","828.95","9.04e-7","5.60e-8","-2.02","-","68.98","1e-8","0","bin41.log"
"May 22 2009","2454973.999988426","264686401","611.76","7.64e-7","5.30e-8","-2.02","-","76.00","1e-8","0","bin42.log"
"May 29 2009","2454980.999988426","265291201","644.66","9.20e-7","6.80e-8","-2.02","-","83.11","1e-8","0","bin43.log"
"Jun 05 2009","2454987.999988426","265896001","442.63","7.07e-7","6.00e-8","-2.02","-","90.28","1e-8","0","bin44.log"
"Jun 12 2009","2454994.999988426","266500801","280.18","4.50e-7","4.60e-8","-2.02","-","97.49","1e-8","0","bin45.log"
"Jun 19 2009","2455001.999988426","267105601","398.42","5.30e-7","4.70e-8","-2.02","-","104.71","1e-8","0","bin46.log"
"Jun 26 2009","2455008.999988426","267710401","243.01","3.80e-7","4.00e-8","-2.02","-","111.93","1e-8","0","bin47.log"
"Jul 03 2009","2455015.999988426","268315201","198.04","3.04e-7","3.50e-8","-2.02","-","119.12","1e-8","0","bin48.log"
"Jul 10 2009","2455022.999988426","268920001","136.31","2.76e-7","3.70e-8","-2.02","-","126.27","1e-8","0","bin49.log"
"Jul 17 2009","2455029.999988426","269524801","203.98","4.34e-7","4.90e-8","-2.02","-","133.36","1e-8","0","bin50.log"
"Jul 24 2009","2455036.999988426","270129601","131.51","3.51e-7","4.80e-8","-2.02","-","140.38","1e-8","0","bin51.log"
"Jul 31 2009","2455043.999988426","270734401","580.43","8.84e-7","6.50e-8","-2.02","-","147.30","1e-8","0","bin52.log"
"Aug 07 2009","2455050.999988426","271339201","907.41","1.05e-6","6.40e-8","-2.02","-","154.09","1e-8","0","bin53.log"
"Aug 14 2009","2455057.999988426","271944001","1059.47","1.18e-6","7.00e-8","-2.02","-","160.63","1e-8","0","bin54.log"
"Aug 21 2009","2455064.999988426","272548801","1673.49","1.51e-6","7.00e-8","-2.02","-","166.66","1e-8","0","bin55.log"
"Aug 28 2009","2455071.999988426","273153601","3671.28","2.75e-6","9.00e-8","-2.02","-","171.12","1e-8","0","bin56.log"
"Sep 04 2009","2455078.999988426","273758401","2261.22","2.36e-6","1.00e-7","-2.02","-","171.25","1e-8","0","bin57.log"
"Sep 11 2009","2455085.999988426","274363201","2539.14","2.76e-6","1.10e-7","-2.02","-","166.96","1e-8","0","bin58.log"
"Sep 18 2009","2455092.999988426","274968001","4093.74","4.00e-6","1.30e-7","-2.02","-","161.05","1e-8","0","bin59.log"
"Sep 25 2009","2455099.999988426","275572801","2623.11","2.86e-6","1.10e-7","-2.02","-","154.65","1e-8","0","bin60.log"
"Oct 02 2009","2455106.999988426","276177601","3010.21","3.26e-6","1.20e-7","-2.02","-","148.05","1e-8","0","bin61.log"
"Oct 09 2009","2455113.999988426","276782401","2746.14","2.88e-6","1.10e-7","-2.02","-","141.37","1e-8","0","bin62.log"
"Oct 16 2009","2455120.999988426","277387201","2329.47","2.36e-6","9.00e-8","-2.02","-","134.66","1e-8","0","bin63.log"
"Oct 23 2009","2455127.999988426","277992001","3740.69","3.25e-6","1.00e-7","-2.02","-","127.94","1e-8","0","bin64.log"
"Oct 30 2009","2455134.999988426","278596801","2083.49","2.32e-6","1.00e-7","-2.02","-","121.24","1e-8","0","bin65.log"
"Nov 06 2009","2455141.999988426","279201601","1363.27","1.67e-6","8.00e-8","-2.02","-","114.57","1e-8","0","bin66.log"
"Nov 13 2009","2455148.999988426","279806401","2605.93","2.47e-6","1.00e-7","-2.02","-","107.95","1e-8","0","bin67.log"
"Nov 20 2009","2455155.999988426","280411201","4282.38","3.69e-6","1.20e-7","-2.02","-","101.41","1e-8","0","bin68.log"
"Nov 27 2009","2455162.999988426","281016001","9295.41","7.04e-6","1.50e-7","-2.02","-","94.96","1e-8","0","bin69.log"
"Dec 04 2009","2455169.999988426","281620801","22830.07","1.42e-5","2.00e-7","-2.02","-","88.61","1e-8","0","bin70.log"
"Dec 11 2009","2455176.999988426","282225601","12996.44","8.85e-6","1.60e-7","-2.02","-","82.39","1e-8","0","bin71.log"
"Dec 18 2009","2455183.999988426","282830401","8673.93","6.53e-6","1.50e-7","-2.02","-","76.28","1e-8","0","bin72.log"
"Dec 25 2009","2455190.999988426","283435201","5197.21","4.53e-6","1.30e-7","-2.02","-","70.30","1e-8","0","bin73.log"
"Jan 01 2010","2455197.999988426","284040001","6135.64","5.05e-6","1.40e-7","-2.02","-","64.43","1e-8","0","bin74.log"
"Jan 08 2010","2455204.999988426","284644801","3216.68","3.00e-6","1.00e-7","-2.02","-","58.68","1e-8","0","bin75.log"
"Jan 15 2010","2455211.999988426","285249601","4018.01","3.79e-6","1.20e-7","-2.02","-","53.03","1e-8","0","bin76.log"
"Jan 22 2010","2455218.999988426","285854401","5528.55","4.93e-6","1.30e-7","-2.02","-","47.49","1e-8","0","bin77.log"
"Jan 29 2010","2455225.999988426","286459201","2501.32","2.62e-6","1.00e-7","-2.02","-","42.08","1e-8","0","bin78.log"
"Feb 05 2010","2455232.999988426","287064001","1901.62","2.29e-6","1.00e-7","-2.02","-","36.86","1e-8","0","bin79.log"
"Feb 12 2010","2455239.999988426","287668801","2828.61","2.94e-6","1.10e-7","-2.02","-","31.93","1e-8","0","bin80.log"
"Feb 19 2010","2455246.999988426","288273601","2896.64","2.80e-6","1.00e-7","-2.02","-","27.48","1e-8","0","bin81.log"
"Feb 26 2010","2455253.999988426","288878401","2883.06","2.90e-6","1.10e-7","-2.02","-","23.84","1e-8","0","bin82.log"
"Mar 05 2010","2455260.999988426","289483201","2471.81","2.70e-6","1.10e-7","-2.02","-","21.49","1e-8","0","bin83.log"
"Mar 12 2010","2455267.999988426","290088001","1889.25","2.29e-6","1.00e-7","-2.02","-","20.97","1e-8","0","bin84.log"
"Mar 19 2010","2455274.999988426","290692801","1507.77","1.95e-6","1.00e-7","-2.02","-","22.48","1e-8","0","bin85.log"
"Mar 26 2010","2455281.999988426","291297601","4848.92","4.41e-6","1.30e-7","-2.02","-","25.73","1e-8","0","bin86.log"
"Apr 02 2010","2455288.999988426","291902401","11428.17","8.67e-6","1.70e-7","-2.02","-","30.22","1e-8","0","bin87.log"
"Apr 09 2010","2455295.999988426","292507201","28648.84","1.18e-5","2.00e-7","-2.02","-","35.54","1e-8","0","bin88.log"
"Apr 16 2010","2455302.999988426","293112001","13421.14","9.94e-6","1.80e-7","-2.02","-","41.40","1e-8","0","bin89.log"
"Apr 23 2010","2455309.999988426","293716801","6449.06","5.40e-6","1.40e-7","-2.02","-","47.64","1e-8","0","bin90.log"
"Apr 30 2010","2455316.999988426","294321601","4035.08","3.60e-6","1.10e-7","-2.02","-","54.15","1e-8","0","bin91.log"
"May 07 2010","2455323.999988426","294926401","9624.83","6.90e-6","1.50e-7","-2.02","-","60.87","1e-8","0","bin92.log"
"May 14 2010","2455330.999988426","295531201","6026.48","4.67e-6","1.20e-7","-2.02","-","67.75","1e-8","0","bin93.log"
"May 21 2010","2455337.999988426","296136001","3874.01","3.26e-6","1.00e-7","-2.02","-","74.75","1e-8","0","bin94.log"
"May 28 2010","2455344.999988426","296740801","2109.5","2.21e-6","9.00e-8","-2.02","-","81.84","1e-8","0","bin95.log"
"Jun 04 2010","2455351.999988426","297345601","1624.67","1.91e-6","9.00e-8","-2.02","-","89.00","1e-8","0","bin96.log"
"Jun 11 2010","2455358.999988426","297950401","1977.3","2.04e-6","9.00e-8","-2.02","-","96.21","1e-8","0","bin97.log"
"Jun 18 2010","2455365.999988426","298555201","1484.55","1.64e-6","8.00e-8","-2.02","-","103.43","1e-8","0","bin98.log"
"Jun 25 2010","2455372.999988426","299160001","1539.29","1.84e-6","9.00e-8","-2.02","-","110.65","1e-8","0","bin99.log"
"Jul 02 2010","2455379.999988426","299764801","904.91","1.40e-6","8.00e-8","-2.02","-","117.85","1e-8","0","bin100.log"
"Jul 09 2010","2455386.999988426","300369601","927.49","1.33e-6","8.00e-8","-2.02","-","125.01","1e-8","0","bin101.log"
"Jul 16 2010","2455393.999988426","300974401","939.61","1.36e-6","8.00e-8","-2.02","-","132.11","1e-8","0","bin102.log"
"Jul 23 2010","2455400.999988426","301579201","1215.47","1.66e-6","9.00e-8","-2.02","-","139.14","1e-8","0","bin103.log"
"Jul 30 2010","2455407.999988426","302184001","880.6","1.17e-6","7.00e-8","-2.02","-","146.08","1e-8","0","bin104.log"
"Aug 06 2010","2455414.999988426","302788801","2213.07","2.24e-6","9.00e-8","-2.02","-","152.90","1e-8","0","bin105.log"
"Aug 13 2010","2455421.999988426","303393601","2144.01","2.34e-6","1.00e-7","-2.02","-","159.50","1e-8","0","bin106.log"
"Aug 20 2010","2455428.999988426","303998401","1913.34","2.21e-6","1.00e-7","-2.02","-","165.66","1e-8","0","bin107.log"
"Aug 27 2010","2455435.999988426","304603201","2782.48","2.92e-6","1.10e-7","-2.02","-","170.55","1e-8","0","bin108.log"
"Sep 03 2010","2455442.999988426","305208001","1678.26","1.92e-6","9.00e-8","-2.02","-","171.64","1e-8","0","bin109.log"
"Sep 10 2010","2455449.999988426","305812801","1551.98","2.01e-6","9.00e-8","-2.02","-","167.89","1e-8","0","bin110.log"
"Sep 17 2010","2455456.999988426","306417601","3807.36","3.57e-6","1.20e-7","-2.02","-","162.15","1e-8","0","bin111.log"
"Sep 24 2010","2455463.999988426","307022401","3709.85","3.87e-6","1.30e-7","-2.02","-","155.80","1e-8","0","bin112.log"
"Oct 01 2010","2455470.999988426","307627201","2088.56","2.25e-6","1.00e-7","-2.02","-","149.23","1e-8","0","bin113.log"
"Oct 08 2010","2455477.999988426","308232001","2053.14","2.28e-6","1.00e-7","-2.02","-","142.56","1e-8","0","bin114.log"
"Oct 15 2010","2455484.999988426","308836801","3311.21","3.30e-6","1.10e-7","-2.02","-","135.85","1e-8","0","bin115.log"
"Oct 22 2010","2455491.999988426","309441601","4615.19","3.85e-6","1.10e-7","-2.02","-","129.13","1e-8","0","bin116.log"
"Oct 29 2010","2455498.999988426","310046401","8158.98","5.87e-6","1.30e-7","-2.02","-","122.42","1e-8","0","bin117.log"
"Nov 05 2010","2455505.999988426","310651201","17927.23","1.10e-5","2.00e-7","-2.02","-","115.75","1e-8","0","bin118.log"
"Nov 12 2010","2455512.999988426","311256001","15019.53","9.83e-6","1.70e-7","-2.02","-","109.12","1e-8","0","bin119.log"
"Nov 19 2010","2455519.999988426","311860801","82407.86","4.34e-5","4.00e-7","-2.02","-","102.57","1e-8","0","bin120.log"
"Nov 26 2010","2455526.999988426","312465601","36404.59","2.25e-5","3.00e-7","-2.02","-","96.10","1e-8","0","bin121.log"
"Dec 03 2010","2455533.999988426","313070401","24623.55","1.51e-5","2.00e-7","-2.02","-","89.73","1e-8","0","bin122.log"
"Dec 10 2010","2455540.999988426","313675201","20157.4","1.21e-5","2.00e-7","-2.02","-","83.48","1e-8","0","bin123.log"
"Dec 17 2010","2455547.999988426","314280001","31320.22","1.69e-5","2.00e-7","-2.02","-","77.35","1e-8","0","bin124.log"
"Dec 24 2010","2455554.999988426","314884801","22137.44","1.34e-5","2.00e-7","-2.02","-","71.35","1e-8","0","bin125.log"
"Dec 31 2010","2455561.999988426","315489601","7735.67","8.61e-6","2.10e-7","-2.02","-","65.46","1e-8","0","bin126.log"
"Jan 07 2011","2455568.999988426","316094401","15862.63","1.24e-5","2.00e-7","-2.02","-","59.69","1e-8","0","bin127.log"
"Jan 14 2011","2455575.999988426","316699201","7964.95","6.34e-6","1.50e-7","-2.02","-","54.02","1e-8","0","bin128.log"
"Jan 21 2011","2455582.999988426","317304001","8020.89","6.29e-6","1.50e-7","-2.02","-","48.46","1e-8","0","bin129.log"
"Jan 28 2011","2455589.999988426","317908801","3426.5","3.39e-6","1.10e-7","-2.02","-","43.03","1e-8","0","bin130.log"
"Feb 04 2011","2455596.999988426","318513601","2587.58","2.74e-6","1.10e-7","-2.02","-","37.77","1e-8","0","bin131.log"
"Feb 11 2011","2455603.999988426","319118401","2208.77","2.69e-6","1.10e-7","-2.02","-","32.78","1e-8","0","bin132.log"
"Feb 18 2011","2455610.999988426","319723201","2597.85","2.89e-6","1.10e-7","-2.02","-","28.22","1e-8","0","bin133.log"
"Feb 25 2011","2455617.999988426","320328001","2224.07","2.50e-6","1.00e-7","-2.02","-","24.40","1e-8","0","bin134.log"
"Mar 04 2011","2455624.999988426","320932801","2510.74","2.70e-6","1.10e-7","-2.02","-","21.79","1e-8","0","bin135.log"
"Mar 11 2011","2455631.999988426","321537601","1874.61","2.19e-6","1.00e-7","-2.02","-","20.91","1e-8","0","bin136.log"
"Mar 18 2011","2455638.999988426","322142401","3003.1","3.00e-6","1.10e-7","-2.02","-","22.07","1e-8","0","bin137.log"
"Mar 25 2011","2455645.999988426","322747201","2507.54","1.48e-6","6.00e-8","-2.02","-","25.04","1e-8","0","bin138.log"
"Apr 01 2011","2455652.999988426","323352001","360.53","6.28e-7","5.60e-8","-2.02","-","29.35","1e-8","0","bin139.log"
"Apr 08 2011","2455659.999988426","323956801","620.74","8.70e-7","6.10e-8","-2.02","-","34.55","1e-8","0","bin140.log"
"Apr 15 2011","2455666.999988426","324561601","103.58","4.14e-7","6.10e-8","-2.02","-","40.33","1e-8","0","bin141.log"
"Apr 22 2011","2455673.999988426","325166401","377.53","6.16e-7","5.40e-8","-2.02","-","46.51","1e-8","0","bin142.log"
"Apr 29 2011","2455680.999988426","325771201","491.4","7.62e-7","6.00e-8","-2.02","-","52.98","1e-8","0","bin143.log"
"May 06 2011","2455687.999988426","326376001","349.78","5.51e-7","5.10e-8","-2.02","-","59.67","1e-8","0","bin144.log"
"May 13 2011","2455694.999988426","326980801","448.23","6.84e-7","5.70e-8","-2.02","-","66.52","1e-8","0","bin145.log"
"May 20 2011","2455701.999988426","327585601","365.31","5.54e-7","5.00e-8","-2.02","-","73.50","1e-8","0","bin146.log"
"May 27 2011","2455708.999988426","328190401","276.91","4.79e-7","4.80e-8","-2.02","-","80.58","1e-8","0","bin147.log"
"Jun 03 2011","2455715.999988426","328795201","181.96","4.26e-7","5.00e-8","-2.02","-","87.73","1e-8","0","bin148.log"
"Jun 10 2011","2455722.999988426","329400001","137.25","3.70e-7","5.00e-8","-2.02","-","94.93","1e-8","0","bin149.log"
"Jun 17 2011","2455729.999988426","330004801","113.53","2.99e-7","4.30e-8","-2.02","-","102.15","1e-8","0","bin150.log"
"Jun 24 2011","2455736.999988426","330609601","88.11","2.33e-7","3.90e-8","-2.02","-","109.37","1e-8","0","bin151.log"
"Jul 01 2011","2455743.999988426","331214401","74.67","2.59e-7","4.30e-8","-2.02","-","116.57","1e-8","0","bin152.log"
"Jul 08 2011","2455750.999988426","331819201","104.18","2.75e-7","4.10e-8","-2.02","-","123.74","1e-8","0","bin153.log"
"Jul 15 2011","2455757.999988426","332424001","59.33","1.79e-7","3.60e-8","-2.02","-","130.86","1e-8","0","bin154.log"
"Jul 22 2011","2455764.999988426","333028801","59.73","1.80e-7","3.60e-8","-2.02","-","137.90","1e-8","0","bin155.log"
"Jul 29 2011","2455771.999988426","333633601","15.06","8.79e-8","3.27e-8","-2.02","-","144.86","1e-8","0","bin156.log"
"Aug 05 2011","2455778.999988426","334238401","40.84","1.52e-7","3.50e-8","-2.02","-","151.70","1e-8","0","bin157.log"
"Aug 12 2011","2455785.999988426","334843201","21.35","9.29e-8","3.00e-8","-2.02","-","158.35","1e-8","0","bin158.log"
"Aug 19 2011","2455792.999988426","335448001","12.99","6.53e-8","2.64e-8","-2.02","-","164.62","1e-8","0","bin159.log"
"Aug 26 2011","2455799.999988426","336052801","11.16","6.79e-8","3.12e-8","-2.02","-","169.86","1e-8","0","bin160.log"
"Sep 02 2011","2455806.999988426","336657601","3.43","< 7.95e-8","-","-","-","171.85","1e-8","0","bin161.log"
"Sep 09 2011","2455813.999988426","337262401","0","< 7.63e-8","-","-","-","168.77","1e-8","0","bin162.log"
"Sep 16 2011","2455820.999988426","337867201","3.42","< 1.02e-7","-","-","-","163.23","1e-8","0","bin163.log"
"Sep 23 2011","2455827.999988426","338472001","0.6","< 5.50e-8","-","-","-","156.95","1e-8","0","bin164.log"
"Sep 30 2011","2455834.999988426","339076801","14.8","7.45e-8","2.87e-8","-2.02","-","150.41","1e-8","0","bin165.log"
"Oct 07 2011","2455841.999988426","339681601","7.97","5.76e-8","2.61e-8","-2.02","-","143.75","1e-8","0","bin166.log"
"Oct 14 2011","2455848.999988426","340286401","7.23","5.70e-8","2.88e-8","-2.02","-","137.05","1e-8","0","bin167.log"
"Oct 21 2011","2455855.999988426","340891201","0","< 5.65e-8","-","-","-","130.33","1e-8","0","bin168.log"
"Oct 28 2011","2455862.999988426","341496001","0.56","< 6.39e-8","-","-","-","123.61","1e-8","0","bin169.log"
"Nov 04 2011","2455869.999988426","342100801","1.79","< 7.64e-8","-","-","-","116.93","1e-8","0","bin170.log"
"Nov 11 2011","2455876.999988426","342705601","0.02","< 5.75e-8","-","-","-","110.29","1e-8","0","bin171.log"
"Nov 18 2011","2455883.999988426","343310401","0","< 4.43e-8","-","-","-","103.72","1e-8","0","bin172.log"
"Nov 25 2011","2455890.999988426","343915201","0.9","< 7.14e-8","-","-","-","97.24","1e-8","0","bin173.log"
"Dec 02 2011","2455897.999988426","344520001","3.35","< 7.28e-8","-","-","-","90.86","1e-8","0","bin174.log"
"Dec 09 2011","2455904.999988426","345124801","3.1","< 9.60e-8","-","-","-","84.58","1e-8","0","bin175.log"
"Dec 16 2011","2455911.999988426","345729601","8.93","6.43e-8","2.87e-8","-2.02","-","78.43","1e-8","0","bin176.log"
"Dec 23 2011","2455918.999988426","346334401","20.58","8.70e-8","2.86e-8","-2.02","-","72.41","1e-8","0","bin177.log"
"Dec 30 2011","2455925.999988426","346939201","13.6","9.87e-8","3.50e-8","-2.02","-","66.50","1e-8","0","bin178.log"
"Jan 06 2012","2455932.999988426","347544001","5.38","3.42e-8","2.24e-8","-2.02","-","60.71","1e-8","0","bin179.log"
"Jan 13 2012","2455939.999988426","348148801","1.57","< 7.99e-8","-","-","-","55.02","1e-8","0","bin180.log"
"Jan 20 2012","2455946.999988426","348753601","0.29","< 6.23e-8","-","-","-","49.44","1e-8","0","bin181.log"
"Jan 27 2012","2455953.999988426","349358401","13.9","6.51e-8","2.64e-8","-2.02","-","43.98","1e-8","0","bin182.log"
"Feb 03 2012","2455960.999988426","349963201","0","< 5.44e-8","-","-","-","38.69","1e-8","0","bin183.log"
"Feb 10 2012","2455967.999988426","350568001","7.77","6.42e-8","3.18e-8","-2.02","-","33.64","1e-8","0","bin184.log"
"Feb 17 2012","2455974.999988426","351172801","0.13","< 7.05e-8","-","-","-","28.99","1e-8","0","bin185.log"
"Feb 24 2012","2455981.999988426","351777601","1.27","< 8.98e-8","-","-","-","25.01","1e-8","0","bin186.log"
"Mar 02 2012","2455988.999988426","352382401","0","< 4.33e-8","-","-","-","22.14","1e-8","0","bin187.log"
"Mar 09 2012","2455995.999988426","352987201","4.84","3.94e-8","2.45e-8","-2.02","-","20.92","1e-8","0","bin188.log"
"Mar 16 2012","2456002.999988426","353592001","0.29","< 6.02e-8","-","-","-","21.72","1e-8","0","bin189.log"
"Mar 23 2012","2456009.999988426","354196801","1","< 6.26e-8","-","-","-","24.40","1e-8","0","bin190.log"
"Mar 30 2012","2456016.999988426","354801601","1.29","< 8.48e-8","-","-","-","28.51","1e-8","0","bin191.log"
"Apr 06 2012","2456023.999988426","355406401","0.49","< 4.97e-8","-","-","-","33.57","1e-8","0","bin192.log"
"Apr 13 2012","2456030.999988426","356011201","0","< 3.84e-8","-","-","-","39.27","1e-8","0","bin193.log"
"Apr 20 2012","2456037.999988426","356616001","0.56","< 6.93e-8","-","-","-","45.39","1e-8","0","bin194.log"
"Apr 27 2012","2456044.999988426","357220801","10.76","6.30e-8","2.67e-8","-2.02","-","51.81","1e-8","0","bin195.log"
"May 04 2012","2456051.999988426","357825601","3.42","< 6.95e-8","-","-","-","58.47","1e-8","0","bin196.log"
"May 11 2012","2456058.999988426","358430401","1.07","< 6.65e-8","-","-","-","65.29","1e-8","0","bin197.log"
"May 18 2012","2456065.999988426","359035201","0","< 3.89e-8","-","-","-","72.25","1e-8","0","bin198.log"
"May 25 2012","2456072.999988426","359640001","0","< 3.87e-8","-","-","-","79.32","1e-8","0","bin199.log"
"Jun 01 2012","2456079.999988426","360244801","7.54","4.50e-8","2.21e-8","-2.02","-","86.46","1e-8","0","bin200.log"
"Jun 08 2012","2456086.999988426","360849601","5.7","3.94e-8","2.15e-8","-2.02","-","93.65","1e-8","0","bin201.log"
"Jun 15 2012","2456093.999988426","361454401","0","< 4.02e-8","-","-","-","100.87","1e-8","0","bin202.log"
"Jun 22 2012","2456100.999988426","362059201","0","< 5.02e-8","-","-","-","108.09","1e-8","0","bin203.log"
"Jun 29 2012","2456107.999988426","362664001","0.92","< 6.57e-8","-","-","-","115.30","1e-8","0","bin204.log"
"Jul 06 2012","2456114.999976852","363268801","7.21","6.88e-8","3.36e-8","-2.02","-","122.47","1e-8","0","bin205.log"
"Jul 13 2012","2456121.999976852","363873601","0.06","< 4.29e-8","-","-","-","129.60","1e-8","0","bin206.log"
"Jul 20 2012","2456128.999976852","364478401","16.6","7.80e-8","2.69e-8","-2.02","-","136.66","1e-8","0","bin207.log"
"Jul 27 2012","2456135.999976852","365083201","1.21","< 8.12e-8","-","-","-","143.63","1e-8","0","bin208.log"
"Aug 03 2012","2456142.999976852","365688001","0.82","< 6.84e-8","-","-","-","150.50","1e-8","0","bin209.log"
"Aug 10 2012","2456149.999976852","366292801","9.67","9.05e-8","3.63e-8","-2.02","-","157.19","1e-8","0","bin210.log"
"Aug 17 2012","2456156.999976852","366897601","4.19","3.26e-8","2.13e-8","-2.02","-","163.55","1e-8","0","bin211.log"
"Aug 24 2012","2456163.999976852","367502401","5.87","4.46e-8","2.58e-8","-2.02","-","169.07","1e-8","0","bin212.log"
"Aug 31 2012","2456170.999976852","368107201","14.3","8.34e-8","3.14e-8","-2.02","-","171.89","1e-8","0","bin213.log"
"Sep 07 2012","2456177.999976852","368712001","15.49","8.38e-8","3.10e-8","-2.02","-","169.59","1e-8","0","bin214.log"
"Sep 14 2012","2456184.999976852","369316801","4.92","6.20e-8","3.33e-8","-2.02","-","164.29","1e-8","0","bin215.log"
